DisNo.,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI
2012-0260-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,9821,13034,75.35038570469574
2012-0260-TWN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,27000,35833,75.35038570469574
2012-0266-IDN,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0272-PHL,Yes,No,Yes,Unknown,Unknown,Unknown,3000,3981,72330,95992,75.35038570469574
2012-0275-IRN,No,No,No,28540,Unknown,Unknown,Unknown,Unknown,500000,663567,75.35038570469574
2012-0276-MEX,No,No,No,Unknown,Unknown,Unknown,15000,19907,300000,398140,75.35038570469574
2012-0279-ESP,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0280-SDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0281-CRI,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0282-CHN,No,No,No,Unknown,Unknown,Unknown,230000,305241,1500000,1990700,75.35038570469574
2012-0283-CHN,No,No,No,Unknown,Unknown,Unknown,106000,140676,600000,796280,75.35038570469574
2012-0292-CHN,No,No,No,Unknown,Unknown,Unknown,180000,238884,8000000,10617066,75.35038570469574
2012-0294-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,262000,347709,75.35038570469574
2012-0294-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,3000,3981,75.35038570469574
2012-0294-VNM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,6800,9025,75.35038570469574
2012-0296-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,99,131,75.35038570469574
2012-0302-NER,Yes,No,No,527,Unknown,Unknown,Unknown,Unknown,184115,244345,75.35038570469574
2012-0313-CUB,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0313-DOM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0313-HTI,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0313-PRI,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0313-USA,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,2000000,2654266,75.35038570469574
2012-0318-SEN,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,10000,13271,75.35038570469574
2012-0319-MMR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0320-BEN,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0321-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0322-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0325-PAK,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0334-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,110000,145985,75.35038570469574
2012-0337-BFA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0338-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,68000,90245,75.35038570469574
2012-0343-CRI,No,No,No,Unknown,Unknown,Unknown,32000,42468,45000,59721,75.35038570469574
2012-0347-TCD,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,10000,13271,75.35038570469574
2012-0349-PNG,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,27000,35833,75.35038570469574
2012-0350-CHN,No,No,No,Unknown,Unknown,Unknown,45000,59721,1000000,1327133,75.35038570469574
2012-0351-VNM,No,No,No,Unknown,Unknown,Unknown,2000,2654,30000,39814,75.35038570469574
2012-0354-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,20000,26543,75.35038570469574
2012-0356-GTM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0362-CMR,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,2000,2654,75.35038570469574
2012-0363-PAK,Yes,No,No,149274,Unknown,Unknown,Unknown,Unknown,2500000,3317833,75.35038570469574
2012-0366-NGA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,500000,663567,75.35038570469574
2012-0374-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0375-THA,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0378-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0380-UGA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0382-BGD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0382-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,98000,130059,75.35038570469574
2012-0384-TCD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0385-BGD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0386-PER,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0396-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,2000,2654,75.35038570469574
2012-0397-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0398-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0400-NIC,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0401-MEX,No,No,No,Unknown,Unknown,Unknown,84000,111479,555000,736559,75.35038570469574
2012-0402-PER,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0406-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,197000,261445,75.35038570469574
2012-0406-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,1339,1777,75.35038570469574
2012-0406-VNM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,336000,445917,75.35038570469574
2012-0407-GTM,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,210000,278698,75.35038570469574
2012-0410-BHS,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0410-CUB,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0410-DOM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,30000,39814,75.35038570469574
2012-0410-HTI,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,254000,337092,75.35038570469574
2012-0410-JAM,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,16542,21953,75.35038570469574
2012-0410-USA,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,50000000,66356661,75.35038570469574
2012-0413-POL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0414-JPN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,86000,114133,75.35038570469574
2012-0414-KOR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,450000,597210,75.35038570469574
2012-0414-PRK,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0416-KGZ,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0417-MMR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,1170,1553,75.35038570469574
2012-0420-ARG,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,2000,2654,75.35038570469574
2012-0425-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0425-LKA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,57000,75647,75.35038570469574
2012-0426-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0431-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,3244,4305,75.35038570469574
2012-0432-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0434-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0436-CMR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0441-DZA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0444-RUS,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0446-GBR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,81000,107498,75.35038570469574
2012-0449-ESP,No,No,No,Unknown,Unknown,Unknown,260000,345055,395000,524218,75.35038570469574
2012-0451-JPN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,27400,36363,75.35038570469574
2012-0455-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0457-COL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0462-PRY,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,2000,2654,75.35038570469574
2012-0463-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0466-ITA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,15000,19907,75.35038570469574
2012-0469-ZAF,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,200000,265427,75.35038570469574
2012-0471-IRN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0472-SOM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0473-SSD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0475-PAK,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0476-SSD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0477-CHN,No,No,No,Unknown,Unknown,Unknown,30000,39814,600000,796280,75.35038570469574
2012-0479-COG,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0480-PAN,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,2000,2654,75.35038570469574
2012-0485-BGR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0485-CHE,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0485-CZE,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0485-DEU,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0485-HRV,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0485-LTU,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0485-POL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0485-RUS,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0485-SRB,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0485-UKR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0486-USA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,2000,2654,75.35038570469574
2012-0488-GBR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0491-IRQ,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0493-CAN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0493-USA,No,No,No,Unknown,Unknown,Unknown,50000,66357,100000,132713,75.35038570469574
2012-0497-COG,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0498-FJI,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,8400,11148,75.35038570469574
2012-0498-WLF,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0498-WSM,Yes,No,No,3458,Unknown,Unknown,Unknown,Unknown,133000,176509,75.35038570469574
2012-0499-PAN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0500-PHL,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,898352,1192233,75.35038570469574
2012-0500-PLW,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0502-IRN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0503-USA,No,No,No,Unknown,Unknown,Unknown,2000000,2654266,4000000,5308533,75.35038570469574
2012-0504-KHM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0505-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,500000,663567,75.35038570469574
2012-0508-SOM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0509-BGD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0509-NPL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2012-0511-PAK,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0532-KAZ,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0533-NZL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,9100,12077,75.35038570469574
2012-0536-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,96000,127405,75.35038570469574
2012-0537-LKA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,1200,1593,75.35038570469574
2012-0538-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0539-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0540-PHL,No,No,No,120,Unknown,Unknown,Unknown,Unknown,5526,7334,75.35038570469574
2012-0542-USA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,200000,265427,75.35038570469574
2012-0545-AZE,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0548-GBR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,450000,597210,75.35038570469574
2012-0549-GBR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,785000,1041800,75.35038570469574
2012-0550-GEO,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,91000,120769,75.35038570469574
2012-0551-HRV,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0551-SVN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,265000,351690,75.35038570469574
2012-0552-GBR,No,No,No,Unknown,Unknown,Unknown,813000,1078959,1630000,2163227,75.35038570469574
2012-0553-NGA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,1000,1327,75.35038570469574
2012-0558-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,1000,1327,75.35038570469574
2012-0559-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,20200,26808,75.35038570469574
2012-0561-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0563-AFG,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0570-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,120000,159256,75.35038570469574
2012-0571-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,84000,111479,75.35038570469574
2012-0573-AFG,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0574-JPN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0575-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0576-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,378000,501656,75.35038570469574
2012-0581-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,800000,1061707,75.35038570469574
2012-0582-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0584-IND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,16000,21234,75.35038570469574
2012-0585-KOR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0585-TWN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,8300,11015,75.35038570469574
2012-0588-JPN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,31000,41141,75.35038570469574
2012-0588-KOR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,349000,463169,75.35038570469574
2012-0589-NPL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0593-ARG,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0596-HTI,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0597-IRN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0598-MWI,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0601-USA,No,No,No,Unknown,Unknown,Unknown,2000000,2654266,4500000,5972099,75.35038570469574
2012-0602-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,1000,1327,75.35038570469574
2012-0603-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,370000,491039,75.35038570469574
2012-0604-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,84000,111479,75.35038570469574
2012-0605-CHL,No,No,No,Unknown,Unknown,Unknown,15000,19907,200000,265427,75.35038570469574
2012-0608-ECU,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0609-KGZ,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-0610-CHN,No,No,No,Unknown,Unknown,Unknown,144000,191107,306000,406103,75.35038570469574
2012-0611-USA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,100000,132713,75.35038570469574
2012-0612-USA,No,No,No,Unknown,Unknown,Unknown,2000000,2654266,3400000,4512253,75.35038570469574
2012-0613-USA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,1400000,1857987,75.35038570469574
2012-0614-USA,No,No,No,Unknown,Unknown,Unknown,800000,1061707,1900000,2521553,75.35038570469574
2012-0615-USA,No,No,No,Unknown,Unknown,Unknown,450000,597210,700000,928993,75.35038570469574
2012-0616-USA,No,No,No,Unknown,Unknown,Unknown,200000,265427,210000,278698,75.35038570469574
2012-0626-CAN,No,No,No,Unknown,Unknown,Unknown,530,703,1050000,1393490,75.35038570469574
2012-9021-PRY,No,No,Yes,132,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-9065-AGO,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-9109-THA,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,1200,1593,75.35038570469574
2012-9160-TCD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-9222-PRK,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-9235-USA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-9245-GMB,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-9290-ITA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,1190000,1579289,75.35038570469574
2012-9304-MWI,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-9355-GTM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-9379-HND,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-9395-RUS,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,1140000,1512932,75.35038570469574
2012-9405-LKA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-9478-MDA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2012-9489-USA,No,No,Yes,Unknown,Unknown,Unknown,16000000,21234132,20000000,26542664,75.35038570469574
2012-9606-UKR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,1690000,2242855,75.35038570469574
2012-9607-BRA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,1460000,1937615,75.35038570469574
2012-9628-CMR,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,75.35038570469574
2013-0003-BRA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,2000,2616,76.45414598516298
2013-0007-IDN,Yes,No,No,Unknown,Unknown,Unknown,300000,392392,3000000,3923921,76.45414598516298
2013-0008-AUS,No,No,No,Unknown,Unknown,Unknown,1000000,1307974,2000000,2615947,76.45414598516298
2013-0009-BLR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0011-MOZ,Yes,No,No,17955,Unknown,Unknown,Unknown,Unknown,30000,39239,76.45414598516298
2013-0011-MWI,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0011-NAM,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0013-USA,No,No,No,Unknown,Unknown,Unknown,200000,261595,300000,392392,76.45414598516298
2013-0014-ECU,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0016-TUR,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0018-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,8000,10464,76.45414598516298
2013-0019-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,2800,3662,76.45414598516298
2013-0020-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0022-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0024-AUS,No,No,Yes,Unknown,Unknown,Unknown,80000,104638,98000,128181,76.45414598516298
2013-0025-ZWE,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0026-MDG,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0026-SYC,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,9300,12164,76.45414598516298
2013-0027-TJK,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0028-PNG,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0029-SLB,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,2000,2616,76.45414598516298
2013-0030-SLE,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0031-BWA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0032-MDG,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,25000,32699,76.45414598516298
2013-0034-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0036-PHL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0039-LKA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0040-PSE,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0046-JPN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0054-USA,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,100000,130797,76.45414598516298
2013-0055-USA,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,100000,130797,76.45414598516298
2013-0056-PER,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0057-BOL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,2500,3270,76.45414598516298
2013-0058-COL,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,4000,5232,76.45414598516298
2013-0061-MKD,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0061-SRB,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0063-IDN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,2000,2616,76.45414598516298
2013-0065-CHN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,124000,162189,76.45414598516298
2013-0068-PAK,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0077-BRA,No,No,No,Unknown,1510,1975,Unknown,Unknown,1500,1962,76.45414598516298
2013-0078-CAF,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,76.45414598516298
2013-0079-MUS,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,2000,2616,76.45414598516298
2013-0080-JPN,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,14200,18573,76.45414598516298
