DisNo.,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI
2007-0019-CZE,No,No,No,,,,35000.0,51435.0,150000.0,220434.0,68.0476738315874
2007-0019-DEU,No,No,No,,,,3120000.0,4585021.0,5500000.0,8082569.0,68.0476738315874
2007-0019-DNK,No,No,No,,,,,,100000.0,146956.0,68.0476738315874
2007-0019-FRA,No,No,No,,,,130000.0,191043.0,250000.0,367389.0,68.0476738315874
2007-0019-GBR,No,No,No,,,,670000.0,984604.0,1200000.0,1763470.0,68.0476738315874
2007-0019-NLD,No,No,No,,,,425000.0,624562.0,550000.0,808257.0,68.0476738315874
2007-0019-POL,No,No,No,,,,,,100000.0,146956.0,68.0476738315874
2007-0019-SVN,No,No,No,,,,,,100000.0,146956.0,68.0476738315874
2007-0019-UKR,No,No,No,,,,,,100000.0,146956.0,68.0476738315874
2007-0020-MOZ,No,No,No,47505.0,,,,,71000.0,104339.0,68.0476738315874
2007-0021-MYS,Yes,No,No,,,,,,605000.0,889083.0,68.0476738315874
2007-0022-PHL,No,No,Yes,,,,,,4080.0,5996.0,68.0476738315874
2007-0024-YEM,No,No,No,,,,,,,,68.0476738315874
2007-0026-USA,No,No,Yes,,,,200000.0,293912.0,500000.0,734779.0,68.0476738315874
2007-0027-AGO,No,No,No,,,,,,,,68.0476738315874
2007-0028-BDI,No,No,Yes,,,,,,,,68.0476738315874
2007-0032-MDG,No,No,No,,,,,,,,68.0476738315874
2007-0033-BGD,No,No,No,,,,,,,,68.0476738315874
2007-0034-MOZ,No,No,No,,,,,,,,68.0476738315874
2007-0037-CHE,No,No,No,,,,,,,,68.0476738315874
2007-0037-DEU,No,No,No,,,,,,,,68.0476738315874
2007-0037-ESP,No,No,No,,,,,,,,68.0476738315874
2007-0037-FRA,No,No,No,,,,,,,,68.0476738315874
2007-0037-RUS,No,No,No,,,,,,,,68.0476738315874
2007-0039-PER,No,No,No,,,,,,,,68.0476738315874
2007-0040-MWI,No,No,No,,,,,,,,68.0476738315874
2007-0040-ZMB,No,No,No,,,,,,,,68.0476738315874
2007-0041-USA,No,No,No,,,,,,,,68.0476738315874
2007-0042-BOL,Yes,No,Yes,13000.0,,,,,90000.0,132260.0,68.0476738315874
2007-0048-USA,No,No,Yes,,,,100000.0,146956.0,130000.0,191043.0,68.0476738315874
2007-0050-IDN,Yes,No,No,6102.0,,,450000.0,661301.0,971000.0,1426941.0,68.0476738315874
2007-0059-RWA,No,No,No,,,,,,9.0,13.0,68.0476738315874
2007-0060-ARG,No,No,No,,,,,,30000.0,44087.0,68.0476738315874
2007-0066-CAN,No,No,No,,,,,,,,68.0476738315874
2007-0066-USA,No,No,No,,,,100000.0,146956.0,140000.0,205738.0,68.0476738315874
2007-0068-ROU,No,No,No,,,,,,,,68.0476738315874
2007-0069-MDG,No,No,No,,,,,,,,68.0476738315874
2007-0075-NAM,No,No,No,,,,,,,,68.0476738315874
2007-0080-MOZ,No,No,No,,,,,,,,68.0476738315874
2007-0080-ZWE,No,No,No,,,,,,1200.0,1763.0,68.0476738315874
2007-0083-USA,No,No,No,,,,450000.0,661301.0,600000.0,881735.0,68.0476738315874
2007-0085-MUS,No,No,No,,,,,,,,68.0476738315874
2007-0085-REU,No,No,No,,,,,,,,68.0476738315874
2007-0086-IDN,No,No,No,,,,,,,,68.0476738315874
2007-0087-IDN,Yes,No,No,1877.0,,,5000.0,7348.0,200000.0,293912.0,68.0476738315874
2007-0093-PAK,No,No,No,,,,,,,,68.0476738315874
2007-0095-MDG,Yes,Yes,No,18703.0,,,,,240000.0,352694.0,68.0476738315874
2007-0101-JPN,No,No,No,,,,22000.0,32330.0,250000.0,367389.0,68.0476738315874
2007-0103-YEM,No,No,No,,,,,,,,68.0476738315874
2007-0105-AFG,No,No,No,,,,,,,,68.0476738315874
2007-0108-FJI,No,No,No,,,,,,30000.0,44087.0,68.0476738315874
2007-0116-DZA,No,No,No,,,,,,,,68.0476738315874
2007-0127-SLB,Yes,No,No,5113.0,,,,,,,68.0476738315874
2007-0128-PAK,No,No,No,,,,,,,,68.0476738315874
2007-0132-ESP,No,No,No,,,,,,,,68.0476738315874
2007-0133-NZL,No,No,No,,,,,,,,68.0476738315874
2007-0134-DOM,No,No,No,,,,,,,,68.0476738315874
2007-0134-HTI,No,No,No,,,,,,,,68.0476738315874
2007-0135-ARG,No,No,No,,,,,,10000.0,14696.0,68.0476738315874
2007-0135-URY,No,No,No,,,,,,,,68.0476738315874
2007-0136-MDG,No,No,No,,,,,,,,68.0476738315874
2007-0137-CHN,No,No,No,,,,,,26000.0,38209.0,68.0476738315874
2007-0141-DZA,No,No,No,,,,,,13561.0,19929.0,68.0476738315874
2007-0142-THA,No,No,No,,,,,,,,68.0476738315874
2007-0150-COL,No,No,No,,,,,,,,68.0476738315874
2007-0151-FJI,No,No,No,,,,,,,,68.0476738315874
2007-0156-USA,No,No,No,,,,,,,,68.0476738315874
2007-0158-CHL,No,No,No,,,,,,,,68.0476738315874
2007-0160-AUS,No,No,Yes,,,,680000.0,999299.0,1300000.0,1910425.0,68.0476738315874
2007-0161-BGD,No,No,No,,,,,,14000.0,20574.0,68.0476738315874
2007-0161-MMR,No,No,No,,,,,,,,68.0476738315874
2007-0162-COL,No,No,Yes,,,,,,,,68.0476738315874
2007-0164-IRN,No,No,No,,,,,,,,68.0476738315874
2007-0164-OMN,Yes,No,Yes,731.0,,,650000.0,955213.0,3900000.0,5731276.0,68.0476738315874
2007-0165-CAN,No,No,No,,,,,,,,68.0476738315874
2007-0166-CHN,No,No,No,,,,,,13000.0,19104.0,68.0476738315874
2007-0167-DOM,No,No,No,,,,,,,,68.0476738315874
2007-0167-HTI,No,No,No,,,,,,,,68.0476738315874
2007-0168-TUR,No,No,No,,,,,,,,68.0476738315874
2007-0170-FRA,No,No,No,,,,,,,,68.0476738315874
2007-0171-BGR,No,No,Yes,,,,,,,,68.0476738315874
2007-0172-CHN,No,No,No,,,,,,78000.0,114626.0,68.0476738315874
2007-0173-USA,No,No,No,,,,,,,,68.0476738315874
2007-0174-ESP,No,No,No,,,,50000.0,73478.0,400000.0,587823.0,68.0476738315874
2007-0175-IDN,No,No,No,,,,,,,,68.0476738315874
2007-0176-COL,No,No,No,3800.0,,,,,,,68.0476738315874
2007-0177-KEN,No,No,No,,,,,,,,68.0476738315874
2007-0178-AFG,No,No,No,,,,,,,,68.0476738315874
2007-0180-RUS,No,No,No,,,,,,25752.0,37844.0,68.0476738315874
2007-0181-THA,No,No,No,,,,,,,,68.0476738315874
2007-0183-URY,Yes,Yes,Yes,624.0,,,,,45000.0,66130.0,68.0476738315874
2007-0185-AFG,No,No,No,,,,,,,,68.0476738315874
2007-0186-MMR,No,No,No,,,,,,,,68.0476738315874
2007-0187-LKA,No,No,No,,,,,,50.0,73.0,68.0476738315874
2007-0191-COL,No,No,No,,,,,,,,68.0476738315874
2007-0192-AFG,No,No,No,,,,,,,,68.0476738315874
2007-0195-KGZ,No,No,No,,,,,,200.0,294.0,68.0476738315874
2007-0196-TJK,No,No,No,,,,,,,,68.0476738315874
2007-0201-GBR,No,No,No,,,,299000.0,439398.0,448000.0,658362.0,68.0476738315874
2007-0207-IND,No,No,No,,,,,,,,68.0476738315874
2007-0213-ZAF,No,No,No,,,,,,,,68.0476738315874
2007-0217-CHN,No,No,No,,,,10000.0,14696.0,342000.0,502589.0,68.0476738315874
2007-0225-IND,No,No,No,,,,,,,,68.0476738315874
2007-0227-BGD,No,No,No,,,,,,,,68.0476738315874
2007-0235-ALB,No,No,No,,,,,,,,68.0476738315874
2007-0235-AUT,No,No,No,,,,,,,,68.0476738315874
2007-0235-BGR,No,No,Yes,,,,,,,,68.0476738315874
2007-0235-BIH,No,No,No,,,,,,,,68.0476738315874
2007-0235-CYP,No,No,No,,,,,,,,68.0476738315874
2007-0235-GRC,No,No,No,,,,,,,,68.0476738315874
2007-0235-HUN,No,No,No,,,,,,,,68.0476738315874
2007-0235-ITA,No,No,No,,,,,,,,68.0476738315874
2007-0235-MKD,No,No,Yes,,,,,,,,68.0476738315874
2007-0235-ROU,No,No,No,,,,,,,,68.0476738315874
2007-0235-SRB,No,No,No,,,,,,,,68.0476738315874
2007-0235-SVK,No,No,No,,,,,,,,68.0476738315874
2007-0235-TUR,No,No,No,,,,,,,,68.0476738315874
2007-0238-IND,No,No,No,,,,,,,,68.0476738315874
2007-0239-IND,No,No,No,,,,,,,,68.0476738315874
2007-0240-IND,No,No,No,,,,,,,,68.0476738315874
2007-0241-PAK,No,No,No,,,,,,,,68.0476738315874
2007-0242-IRN,No,No,No,,,,,,22000.0,32330.0,68.0476738315874
2007-0244-USA,No,No,No,,,,,,,,68.0476738315874
2007-0245-PAK,No,No,No,35048.0,,,,,1620000.0,2380684.0,68.0476738315874
2007-0247-GBR,No,No,No,,,,3000000.0,4408674.0,4000000.0,5878232.0,68.0476738315874
2007-0248-AFG,No,No,No,,,,,,,,68.0476738315874
2007-0249-PAK,No,No,No,,,,,,,,68.0476738315874
2007-0250-IND,No,No,No,,,,,,,,68.0476738315874
2007-0251-USA,No,No,No,,,,,,,,68.0476738315874
2007-0254-USA,No,No,No,,,,,,28000.0,41148.0,68.0476738315874
2007-0255-PAK,No,No,No,,,,,,,,68.0476738315874
2007-0258-JPN,Yes,No,No,,,,335000.0,492302.0,12500000.0,18369474.0,68.0476738315874
2007-0259-IDN,No,No,No,,,,,,,,68.0476738315874
2007-0261-SDN,No,No,No,46924.0,,,,,300000.0,440867.0,68.0476738315874
2007-0262-JPN,No,No,No,,,,67000.0,98460.0,60000.0,88173.0,68.0476738315874
2007-0263-ARG,No,No,No,,,,,,,,68.0476738315874
2007-0263-BOL,No,No,No,,,,,,,,68.0476738315874
2007-0263-CHL,No,No,No,,,,,,,,68.0476738315874
2007-0263-PER,No,No,No,,,,,,,,68.0476738315874
2007-0263-URY,No,No,No,,,,,,,,68.0476738315874
2007-0268-CHN,No,No,No,,,,,,4425655.0,6503756.0,68.0476738315874
2007-0273-ETH,No,No,No,,,,,,,,68.0476738315874
2007-0275-MLI,Yes,No,Yes,,,,,,,,68.0476738315874
2007-0278-GBR,No,No,No,,,,3000000.0,4408674.0,4000000.0,5878232.0,68.0476738315874
2007-0281-HTI,No,No,No,,,,,,,,68.0476738315874
2007-0283-IDN,No,No,No,,,,,,,,68.0476738315874
2007-0284-PAK,No,No,No,,,,,,,,68.0476738315874
2007-0287-TJK,No,No,No,,,,,,,,68.0476738315874
2007-0293-MLI,No,No,No,,,,,,,,68.0476738315874
2007-0294-ITA,No,No,Yes,,,,,,,,68.0476738315874
2007-0296-CHN,No,No,No,,,,,,,,68.0476738315874
2007-0297-CHN,No,No,No,,,,,,7200.0,10581.0,68.0476738315874
2007-0301-GRC,No,No,No,,,,,,,,68.0476738315874
2007-0304-ETH,No,No,No,,,,,,,,68.0476738315874
2007-0305-BFA,Yes,Yes,No,,6000.0,8817.0,,,,,68.0476738315874
2007-0306-ZAF,No,No,No,,,,,,,,68.0476738315874
2007-0307-NPL,Yes,No,No,,,,,,2400.0,3527.0,68.0476738315874
2007-0309-IDN,No,No,No,,,,,,,,68.0476738315874
2007-0311-BGD,No,No,No,77402.0,,,,,100000.0,146956.0,68.0476738315874
2007-0311-IND,No,No,No,,,,,,,,68.0476738315874
2007-0312-IDN,No,No,No,,,,,,,,68.0476738315874
2007-0313-CHN,No,No,No,,,,,,40000.0,58782.0,68.0476738315874
2007-0314-CHN,No,No,No,,,,,,329000.0,483485.0,68.0476738315874
2007-0315-CHN,No,No,No,,,,,,80000.0,117565.0,68.0476738315874
2007-0316-AFG,No,No,No,,,,,,,,68.0476738315874
2007-0318-MMR,No,No,No,,,,,,,,68.0476738315874
2007-0319-JPN,No,No,No,,,,,,,,68.0476738315874
2007-0320-IND,No,No,No,,,,,,,,68.0476738315874
2007-0322-BGR,No,No,Yes,,,,,,,,68.0476738315874
2007-0323-VNM,Yes,No,No,4439.0,,,,,130000.0,191043.0,68.0476738315874
2007-0325-HRV,Yes,No,Yes,,,,,,,,68.0476738315874
2007-0329-SPI,No,No,No,,,,,,,,68.0476738315874
2007-0330-TUR,No,No,No,,,,,,,,68.0476738315874
2007-0333-CHN,No,No,No,,,,,,,,68.0476738315874
2007-0334-RUS,No,No,No,,,,,,420000.0,617214.0,68.0476738315874
2007-0337-SWZ,No,No,No,,,,,,,,68.0476738315874
2007-0337-ZAF,No,No,No,,,,,,,,68.0476738315874
2007-0339-MRT,No,Yes,No,,,,,,,,68.0476738315874
2007-0340-ROU,No,No,No,,,,,,,,68.0476738315874
2007-0344-DZA,No,No,No,,,,,,,,68.0476738315874
2007-0346-PHL,No,No,No,,,,,,492.0,723.0,68.0476738315874
2007-0348-PAK,No,No,No,,,,,,327118.0,480719.0,68.0476738315874
2007-0349-CHE,No,No,No,,,,280000.0,411476.0,350000.0,514345.0,68.0476738315874
2007-0349-DEU,No,No,No,,,,,,,,68.0476738315874
2007-0351-USA,No,No,No,,,,150000.0,220434.0,,,68.0476738315874
2007-0352-PRK,Yes,No,No,46988.0,,,,,300000.0,440867.0,68.0476738315874
2007-0353-DZA,No,No,No,,,,,,,,68.0476738315874
2007-0356-KEN,No,No,No,,,,,,,,68.0476738315874
2007-0358-JPN,No,No,No,,,,,,,,68.0476738315874
2007-0359-USA,No,No,No,,,,,,,,68.0476738315874
2007-0360-BLZ,Yes,No,No,,,,,,14847.0,21819.0,68.0476738315874
2007-0360-CUB,No,No,No,,,,,,,,68.0476738315874
2007-0360-DMA,Yes,No,No,,,,10000.0,14696.0,20000.0,29391.0,68.0476738315874
2007-0360-DOM,No,No,No,,,,30000.0,44087.0,40000.0,58782.0,68.0476738315874
2007-0360-GLP,No,No,No,,,,125000.0,183695.0,300000.0,440867.0,68.0476738315874
2007-0360-HTI,No,No,No,,,,,,,,68.0476738315874
2007-0360-JAM,Yes,No,Yes,,,,150000.0,220434.0,300000.0,440867.0,68.0476738315874
2007-0360-LCA,Yes,No,No,,,,20000.0,29391.0,40000.0,58782.0,68.0476738315874
2007-0360-MEX,Yes,No,Yes,,,,475000.0,698040.0,600000.0,881735.0,68.0476738315874
2007-0360-MTQ,No,No,No,,,,125000.0,183695.0,300000.0,440867.0,68.0476738315874
2007-0362-PER,Yes,Yes,Yes,52191.0,,,200000.0,293912.0,600000.0,881735.0,68.0476738315874
2007-0363-ETH,No,No,No,,,,,,,,68.0476738315874
2007-0364-IND,No,No,No,,,,,,,,68.0476738315874
2007-0365-ALB,Yes,No,No,,,,,,,,68.0476738315874
2007-0366-BGR,Yes,Yes,Yes,,,,,,2454.0,3606.0,68.0476738315874
2007-0367-MDV,Yes,No,No,150.0,,,,,,,68.0476738315874
2007-0368-MKD,Yes,Yes,Yes,,,,,,,,68.0476738315874
2007-0369-LBR,Yes,No,No,,,,,,,,68.0476738315874
2007-0375-TCD,No,No,No,,,,,,,,68.0476738315874
2007-0380-CHN,No,No,No,,,,,,890555.0,1308722.0,68.0476738315874
2007-0380-PHL,No,No,No,,,,,,492.0,723.0,68.0476738315874
2007-0380-TWN,No,No,No,,,,,,25000.0,36739.0,68.0476738315874
2007-0383-USA,No,No,No,,,,450000.0,661301.0,700000.0,1028691.0,68.0476738315874
2007-0387-CHN,No,No,No,,,,,,,,68.0476738315874
2007-0389-NER,No,No,No,,,,,,,,68.0476738315874
2007-0391-POL,No,No,No,,,,,,,,68.0476738315874
2007-0392-GRC,Yes,Yes,Yes,,,,,,1750000.0,2571726.0,68.0476738315874
2007-0393-ROU,No,No,No,,,,,,,,68.0476738315874
2007-0395-BGR,No,No,Yes,,,,,,,,68.0476738315874
2007-0396-UKR,No,No,No,,,,,,,,68.0476738315874
2007-0398-TLS,No,No,No,,,,,,,,68.0476738315874
2007-0399-GMB,No,No,No,,,,,,,,68.0476738315874
2007-0400-CMR,No,No,No,,,,,,,,68.0476738315874
2007-0402-MRT,No,Yes,No,,,,,,,,68.0476738315874
2007-0403-TCD,No,No,No,,,,,,,,68.0476738315874
2007-0404-LBR,No,No,No,,,,,,,,68.0476738315874
2007-0405-CHN,No,No,No,,,,,,5500.0,8083.0,68.0476738315874
2007-0406-YEM,No,No,No,,,,,,,,68.0476738315874
2007-0408-KEN,No,No,No,,,,,,,,68.0476738315874
2007-0408-UGA,No,Yes,Yes,28475.0,,,,,71.0,104.0,68.0476738315874
2007-0409-MMR,No,No,No,,,,,,,,68.0476738315874
2007-0410-KHM,No,No,No,,,,,,1000.0,1470.0,68.0476738315874
2007-0411-TCD,No,No,No,,,,,,,,68.0476738315874
2007-0412-PAK,No,No,No,,,,,,,,68.0476738315874
2007-0414-CHN,No,No,No,,,,,,,,68.0476738315874
2007-0415-IND,No,No,No,,,,,,,,68.0476738315874
2007-0419-NGA,No,No,No,,,,,,,,68.0476738315874
2007-0421-ROU,No,No,No,,,,,,,,68.0476738315874
2007-0425-SOM,No,No,No,,,,,,,,68.0476738315874
2007-0427-SEN,No,No,No,,,,,,,,68.0476738315874
2007-0428-CIV,No,No,No,,,,,,,,68.0476738315874
2007-0433-COL,No,No,No,,,,,,,,68.0476738315874
2007-0435-MEX,No,No,No,,,,,,,,68.0476738315874
2007-0438-TGO,Yes,Yes,No,,,,,,,,68.0476738315874
2007-0439-GTM,No,No,No,,,,,,,,68.0476738315874
2007-0439-HND,No,No,No,,,,,,6579.0,9668.0,68.0476738315874
2007-0439-MEX,No,No,No,,,,,,,,68.0476738315874
2007-0439-NIC,Yes,Yes,No,,,,,,,,68.0476738315874
2007-0439-SLV,No,No,No,,,,,,,,68.0476738315874
2007-0440-IDN,Yes,No,No,687.0,,,,,500000.0,734779.0,68.0476738315874
2007-0441-GHA,Yes,Yes,Yes,,,,,,,,68.0476738315874
2007-0442-RWA,No,No,No,416.0,,,,,,,68.0476738315874
2007-0444-HRV,No,No,No,,,,,,,,68.0476738315874
2007-0446-THA,No,No,No,,,,,,,,68.0476738315874
2007-0447-IDN,No,No,No,,,,,,,,68.0476738315874
2007-0448-CHN,No,No,No,,,,,,26000.0,38209.0,68.0476738315874
2007-0449-DZA,No,No,No,,,,,,29500.0,43352.0,68.0476738315874
2007-0454-PRY,Yes,No,Yes,,,,,,30000.0,44087.0,68.0476738315874
2007-0455-CAF,No,No,No,,,,,,,,68.0476738315874
2007-0457-CHN,No,No,No,,,,,,638000.0,937578.0,68.0476738315874
2007-0457-JPN,No,No,No,,,,,,,,68.0476738315874
2007-0457-PHL,No,No,No,,,,,,,,68.0476738315874
2007-0457-PRK,No,No,No,,,,,,,,68.0476738315874
2007-0458-SVN,Yes,No,No,,,,,,292000.0,429111.0,68.0476738315874
2007-0461-HND,No,No,No,,,,,,,,68.0476738315874
2007-0463-PHL,No,No,No,,,,,,,,68.0476738315874
2007-0463-VNM,Yes,No,No,,,,,,191000.0,280686.0,68.0476738315874
2007-0464-MEX,No,No,No,,,,,,,,68.0476738315874
2007-0465-BRA,No,No,No,,,,,,,,68.0476738315874
2007-0466-CRI,No,No,No,,,,,,,,68.0476738315874
2007-0467-IND,No,No,No,,,,,,275000.0,404128.0,68.0476738315874
2007-0468-GTM,No,No,No,,,,,,,,68.0476738315874
2007-0469-IND,No,No,No,,,,,,,,68.0476738315874
2007-0470-KOR,No,No,No,,,,,,70000.0,102869.0,68.0476738315874
2007-0471-LBN,Yes,No,No,,,,,,,,68.0476738315874
2007-0473-YEM,No,No,No,,,,,,,,68.0476738315874
2007-0477-BEN,No,No,No,,,,,,,,68.0476738315874
2007-0479-JPN,No,No,No,,,,700000.0,1028691.0,1000000.0,1469558.0,68.0476738315874
2007-0485-IDN,No,No,No,,,,,,,,68.0476738315874
2007-0487-SLE,No,No,No,,,,,,,,68.0476738315874
2007-0496-HTI,No,No,No,,,,,,,,68.0476738315874
2007-0498-CUB,No,No,No,,,,,,,,68.0476738315874
2007-0501-TUN,No,No,No,,,,,,,,68.0476738315874
2007-0503-CRI,Yes,No,Yes,,,,,,80000.0,117565.0,68.0476738315874
2007-0503-GTM,No,No,No,,,,,,,,68.0476738315874
2007-0503-HND,Yes,No,No,,,,,,,,68.0476738315874
2007-0503-NIC,Yes,No,Yes,,,,,,,,68.0476738315874
2007-0503-PAN,No,No,No,,,,,,,,68.0476738315874
2007-0503-SLV,No,No,No,,,,,,,,68.0476738315874
2007-0511-IDN,No,No,No,,,,,,,,68.0476738315874
2007-0512-VNM,No,No,No,,,,,,10000.0,14696.0,68.0476738315874
2007-0515-GIN,No,No,No,,,,,,,,68.0476738315874
2007-0519-USA,No,No,Yes,,,,1900000.0,2792160.0,2500000.0,3673895.0,68.0476738315874
2007-0521-MEX,Yes,Yes,Yes,12610.0,,,700000.0,1028691.0,3000000.0,4408674.0,68.0476738315874
2007-0522-VNM,No,No,No,,,,,,300000.0,440867.0,68.0476738315874
2007-0523-BHS,No,No,No,,,,,,,,68.0476738315874
2007-0523-CUB,Yes,No,No,,,,,,500000.0,734779.0,68.0476738315874
2007-0523-DOM,Yes,No,No,,,,,,77700.0,114185.0,68.0476738315874
2007-0523-HTI,Yes,No,No,,,,,,,,68.0476738315874
2007-0523-JAM,No,No,No,,,,,,,,68.0476738315874
2007-0524-IND,No,No,No,,,,,,,,68.0476738315874
2007-0525-PHL,No,No,No,,,,,,,,68.0476738315874
2007-0527-COD,No,No,No,,,,,,,,68.0476738315874
2007-0528-BRA,No,No,No,,,,,,,,68.0476738315874
2007-0529-COL,No,No,No,1900.0,,,,,,,68.0476738315874
2007-0530-THA,No,No,No,,,,,,1500.0,2204.0,68.0476738315874
2007-0531-VNM,No,No,No,,,,,,,,68.0476738315874
2007-0537-MEX,No,No,No,,,,,,,,68.0476738315874
2007-0539-BDI,No,No,No,,,,,,,,68.0476738315874
2007-0541-NGA,No,No,No,,,,,,,,68.0476738315874
2007-0543-HND,No,No,No,,,,,,,,68.0476738315874
2007-0551-ESP,No,No,No,,,,,,,,68.0476738315874
2007-0552-CHN,No,No,No,,,,,,1077788.0,1583872.0,68.0476738315874
2007-0552-TWN,No,No,No,,,,,,35000.0,51435.0,68.0476738315874
2007-0553-PHL,No,No,No,,,,,,2520.0,3703.0,68.0476738315874
2007-0554-BGR,No,No,Yes,,,,,,,,68.0476738315874
2007-0554-GRC,No,No,Yes,,,,,,,,68.0476738315874
2007-0554-TUR,No,No,No,,,,,,,,68.0476738315874
2007-0555-UGA,No,No,No,,,,,,,,68.0476738315874
2007-0556-BGD,Yes,No,No,215214.0,,,,,2300000.0,3379983.0,68.0476738315874
2007-0556-IND,No,No,No,,,,,,,,68.0476738315874
2007-0557-PNG,Yes,No,Yes,1302.0,183000.0,268929.0,,,,,68.0476738315874
2007-0558-VNM,No,No,No,,,,,,350000.0,514345.0,68.0476738315874
2007-0559-SOM,No,No,No,,,,,,,,68.0476738315874
2007-0560-PHL,No,No,No,,,,,,2971.0,4366.0,68.0476738315874
2007-0562-MNE,No,No,Yes,,,,,,,,68.0476738315874
2007-0562-SRB,No,No,No,,,,,,,,68.0476738315874
2007-0565-IDN,No,No,No,,,,,,,,68.0476738315874
2007-0568-DZA,No,No,No,,,,,,,,68.0476738315874
2007-0572-BRB,No,No,No,,,,,,,,68.0476738315874
2007-0572-LCA,No,No,No,,,,,,,,68.0476738315874
2007-0572-MTQ,No,No,No,,,,,,,,68.0476738315874
2007-0576-PHL,No,No,No,,,,,,5000.0,7348.0,68.0476738315874
2007-0577-PHL,No,No,No,,,,,,,,68.0476738315874
2007-0578-PHL,No,No,Yes,,,,,,1000.0,1470.0,68.0476738315874
2007-0579-USA,No,No,No,,,,,,315000.0,462911.0,68.0476738315874
2007-0580-CHN,No,No,No,,,,,,,,68.0476738315874
2007-0581-USA,No,No,Yes,,,,200000.0,293912.0,1000000.0,1469558.0,68.0476738315874
2007-0585-MWI,Yes,Yes,No,,,,,,,,68.0476738315874
2007-0587-CHL,No,No,Yes,,,,,,100000.0,146956.0,68.0476738315874
2007-0590-COG,No,No,No,,,,,,,,68.0476738315874
2007-0591-AUS,No,No,No,,,,,,100000.0,146956.0,68.0476738315874
2007-0592-FJI,No,No,No,,,,,,7000.0,10287.0,68.0476738315874
2007-0595-NGA,No,No,No,,,,,,,,68.0476738315874
2007-0596-IND,No,No,No,,,,,,,,68.0476738315874
2007-0598-KOR,No,No,No,,,,,,,,68.0476738315874
2007-0602-IND,No,No,No,,,,,,,,68.0476738315874
2007-0603-IND,No,No,No,,,,,,101151.0,148647.0,68.0476738315874
2007-0604-ZWE,No,No,No,,,,,,,,68.0476738315874
2007-0609-LKA,No,No,No,128.0,,,,,,,68.0476738315874
2007-0610-IDN,No,No,No,,,,,,,,68.0476738315874
2007-0611-MYS,No,No,No,,,,,,363000.0,533450.0,68.0476738315874
2007-0611-THA,No,No,Yes,,,,,,,,68.0476738315874
2007-0612-DOM,No,No,No,,,,,,45000.0,66130.0,68.0476738315874
2007-0612-HTI,No,No,No,,,,,,,,68.0476738315874
2007-0612-PRI,No,No,No,,,,,,,,68.0476738315874
2007-0613-KEN,No,No,No,,,,,,,,68.0476738315874
2007-0614-MOZ,Yes,No,No,,,,,,100000.0,146956.0,68.0476738315874
2007-0614-MWI,No,No,No,,,,,,,,68.0476738315874
2007-0616-MOZ,No,No,No,,,,,,,,68.0476738315874
2007-0616-ZWE,No,No,No,,,,,,,,68.0476738315874
2007-0617-TJK,No,No,No,,,,,,,,68.0476738315874
2007-0621-CAN,No,No,No,,,,,,,,68.0476738315874
2007-0621-USA,No,No,No,,,,,,,,68.0476738315874
2007-0633-ZMB,Yes,Yes,No,,,,,,,,68.0476738315874
2007-0641-USA,No,No,No,,,,450000.0,661301.0,500000.0,734779.0,68.0476738315874
2007-0652-BOL,Yes,Yes,Yes,26053.0,,,,,500000.0,734779.0,68.0476738315874
2007-0653-BRA,No,No,No,,,,,,,,68.0476738315874
2007-0654-JPN,No,No,No,,,,,,,,68.0476738315874
2007-0655-FJI,No,No,No,,,,,,652.0,958.0,68.0476738315874
2007-0661-TJK,No,No,No,,,,,,,,68.0476738315874
2007-0662-USA,No,No,No,,,,200000.0,293912.0,350000.0,514345.0,68.0476738315874
2007-0663-USA,No,No,No,,,,1566000.0,2301328.0,2000000.0,2939116.0,68.0476738315874
2007-0664-TUN,No,No,No,,,,,,,,68.0476738315874
2007-0665-PHL,No,No,No,,,,,,,,68.0476738315874
2007-0668-PHL,No,No,No,,,,,,,,68.0476738315874
2007-0669-PHL,No,No,No,,,,,,,,68.0476738315874
2007-0670-DZA,No,No,No,,,,,,,,68.0476738315874
2007-0671-MEX,No,No,No,,,,,,,,68.0476738315874
2007-0672-AFG,No,No,No,,,,,,,,68.0476738315874
2007-0673-ROU,No,No,No,,,,,,,,68.0476738315874
2007-0674-IND,No,No,No,,,,,,,,68.0476738315874
2007-0676-TLS,No,No,No,,,,,,,,68.0476738315874
2007-0683-IND,No,No,No,,,,,,,,68.0476738315874
2007-0687-IND,No,No,No,,,,,,,,68.0476738315874
2007-0689-USA,No,No,No,,,,200000.0,293912.0,300000.0,440867.0,68.0476738315874
2007-0690-USA,No,No,No,,,,200000.0,293912.0,300000.0,440867.0,68.0476738315874
2007-0692-GBR,No,No,No,,,,30000.0,44087.0,60000.0,88173.0,68.0476738315874
2007-9288-SWZ,No,No,Yes,15251.0,,,,,,,68.0476738315874
2007-9343-MOZ,No,No,No,,,,,,,,68.0476738315874
2007-9347-PHL,No,No,No,,,,,,,,68.0476738315874
2007-9494-LSO,Yes,Yes,No,,,,,,,,68.0476738315874
2007-9499-MWI,No,No,No,,,,,,,,68.0476738315874
2007-9514-BRA,No,No,Yes,,,,,,,,68.0476738315874
